Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NC_000962.3	993853	995340		plus	monooxygenase		885225	protein-coding			NP_215407.1	monooxygenase	495	Rv0892
NC_000962.3	995318	996295		minus	S-adenosylmethionine-dependent methyltransferase		885477	protein-coding			NP_215408.1	S-adenosylmethionine-dependent methyltransferase	325	Rv0893c
NC_000962.3	996524	997705		plus	transcriptional regulator		885199	protein-coding			NP_215409.1	transcriptional regulator	393	Rv0894
NC_000962.3	997782	999299		plus	diacyglycerol O-acyltransferase		885481	protein-coding			NP_215410.1	diacyglycerol O-acyltransferase	505	Rv0895
NC_000962.3	999472	1000767		plus	citrate synthase 1	gltA2	885208	protein-coding			NP_215411.1	citrate synthase 1	431	Rv0896
NC_000962.3	1000808	1002415		minus	oxidoreductase		885641	protein-coding			NP_215412.1	oxidoreductase	535	Rv0897c
NC_000962.3	1002441	1002704		minus	hypothetical protein		885206	protein-coding			NP_215413.1	hypothetical protein	87	Rv0898c
NC_000962.3	1002812	1003792		plus	peptidoglycan-binding protein ArfA	arfA	885286	protein-coding			NP_215414.1	peptidoglycan-binding protein ArfA	326	Rv0899
NC_000962.3	1003805	1003957		plus	membrane protein	arfB	885179	protein-coding			NP_215415.1	membrane protein	50	Rv0900
NC_000962.3	1003957	1004484		plus	membrane protein	arfC	885203	protein-coding			NP_215416.1	membrane protein	175	Rv0901
NC_000962.3	1004501	1005841		minus	two component sensor histidine kinase PrrB	prrB	885647	protein-coding			NP_215417.1	two component sensor histidine kinase PrrB	446	Rv0902c
NC_000962.3	1005852	1006562		minus	two component transcriptional regulator PrrA	prrA	885209	protein-coding			NP_215418.1	two component transcriptional regulator PrrA	236	Rv0903c
NC_000962.3	1006693	1008180		minus	acetyl-CoAcarboxylase carboxyl transferase subunit beta	accD3	885279	protein-coding			NP_215419.1	acetyl-CoAcarboxylase carboxyl transferase subunit beta	495	Rv0904c
NC_000962.3	1008207	1008938		plus	enoyl-CoA hydratase EchA6	echA6	885825	protein-coding			NP_215420.1	enoyl-CoA hydratase EchA6	243	Rv0905
NC_000962.3	1008944	1010062		plus	hypothetical protein		885150	protein-coding			NP_215421.1	hypothetical protein	372	Rv0906
NC_000962.3	1010136	1011734		plus	hypothetical protein		885146	protein-coding			NP_215422.1	hypothetical protein	532	Rv0907
NC_000962.3	1011731	1014124		plus	metal cation transporter ATPase E	ctpE	885657	protein-coding			NP_215423.1	metal cation transporter ATPase E	797	Rv0908
NC_000962.3	1014681	1014860		plus	antitoxin		885197	protein-coding			NP_215424.1	antitoxin	59	Rv0909
NC_000962.3	1014866	1015300		plus	toxin		885137	protein-coding			NP_215425.1	toxin	144	Rv0910
NC_000962.3	1015398	1016171		plus	hypothetical protein		885093	protein-coding			NP_215426.1	hypothetical protein	257	Rv0911
NC_000962.3	1016236	1016685		plus	transmembrane protein		885103	protein-coding			NP_215427.1	transmembrane protein	149	Rv0912
NC_000962.3	1017217	1018725		minus	dioxygenase		885042	protein-coding			NP_215428.1	dioxygenase	502	Rv0913c
NC_000962.3	1018727	1019965		minus	lipid carrier protein or keto acyl-CoA thiolase		885046	protein-coding			NP_215429.1	lipid carrier protein or keto acyl-CoA thiolase	412	Rv0914c
NC_000962.3	1020058	1021329		minus	PPE family protein PPE14	PPE14	885069	protein-coding			YP_177765.1	PPE family protein PPE14	423	Rv0915c
NC_000962.3	1021344	1021643		minus	PE family protein PE7	PE7	885167	protein-coding			YP_177766.1	PE family protein PE7	99	Rv0916c
NC_000962.3	1022087	1023868		plus	glycine betaine transport integral membrane protein BetP	betP	885172	protein-coding			NP_215432.1	glycine betaine transport integral membrane protein BetP	593	Rv0917
NC_000962.3	1024211	1024687		plus	hypothetical protein		885198	protein-coding			NP_215433.1	hypothetical protein	158	Rv0918
NC_000962.3	1024684	1025184		plus	GCN5-like N-acetyltransferase		885221	protein-coding			NP_215434.1	GCN5-like N-acetyltransferase	166	Rv0919
NC_000962.3	1025321	1025393		minus	tRNA-Arg	argT	2700422	tRNA						Rvnt14
NC_000962.3	1025497	1026816		minus	transposase		885549	protein-coding			NP_215435.1	transposase	439	Rv0920c
NC_000962.3	1027104	1027685		plus	resolvase		885557	protein-coding			NP_215436.1	resolvase	193	Rv0921
NC_000962.3	1027685	1029337		plus	transposase		885564	protein-coding			NP_215437.1	transposase	550	Rv0922
NC_000962.3	1029513	1030577		minus	hypothetical protein		885568	protein-coding			NP_215438.1	hypothetical protein	354	Rv0923c
NC_000962.3	1030578	1031864		minus	divalent metal cation transporter MntH	mntH	885569	protein-coding			YP_177767.1	divalent metal cation transporter MntH	428	Rv0924c
NC_000962.3	1031896	1032633		minus	hypothetical protein		885570	protein-coding			NP_215440.1	hypothetical protein	245	Rv0925c
NC_000962.3	1032710	1033786		minus	hypothetical protein		885387	protein-coding			NP_215441.1	hypothetical protein	358	Rv0926c
NC_000962.3	1033840	1034631		minus	oxidoreductase		885571	protein-coding			NP_215442.1	oxidoreductase	263	Rv0927c
NC_000962.3	1034903	1036015		plus	phosphate ABC transporter substrate-binding lipoprotein PstS	pstS3	885366	protein-coding			YP_177768.1	phosphate ABC transporter substrate-binding lipoprotein PstS	370	Rv0928
NC_000962.3	1036028	1037002		plus	phosphate ABC transporter permease PstC	pstC2	885585	protein-coding			NP_215444.1	phosphate ABC transporter permease PstC	324	Rv0929
NC_000962.3	1036999	1037925		plus	phosphate ABC transporter permease PstA	pstA1	885589	protein-coding			NP_215445.2	phosphate ABC transporter permease PstA	308	Rv0930
NC_000962.3	1037920	1039914		minus	serine/threonine-protein kinase PknD	pknD	885607	protein-coding			NP_215446.1	serine/threonine-protein kinase PknD	664	Rv0931c
NC_000962.3	1039936	1041048		minus	phosphate ABC transporter substrate-binding lipoprotein PstS	pstS2	885613	protein-coding			YP_177769.1	phosphate ABC transporter substrate-binding lipoprotein PstS	370	Rv0932c
NC_000962.3	1041264	1042094		plus	phosphate ABC transporter ATP-binding protein PstB	pstB	885653	protein-coding			NP_215448.1	phosphate ABC transporter ATP-binding protein PstB	276	Rv0933
NC_000962.3	1042115	1043239		plus	phosphate ABC transporter substrate-binding lipoprotein PstS	pstS1	885724	protein-coding			YP_177770.1	phosphate ABC transporter substrate-binding lipoprotein PstS	374	Rv0934
NC_000962.3	1043299	1044315		plus	phosphate ABC transporter permease PstC	pstC1	885644	protein-coding			YP_177771.1	phosphate ABC transporter permease PstC	338	Rv0935
NC_000962.3	1044317	1045222		plus	phosphate ABC transporter permease PstA	pstA2	885756	protein-coding			NP_215451.1	phosphate ABC transporter permease PstA	301	Rv0936
NC_000962.3	1045199	1046020		minus	non-homologous end joining protein Ku	mku	885050	protein-coding			NP_215452.1	non-homologous end joining protein Ku	273	Rv0937c
NC_000962.3	1046136	1048415		plus	multifunctional non-homologous end joining DNA repair protein/ATP dependent DNA ligase LigD	ligD	885561	protein-coding			NP_215453.1	multifunctional non-homologous end joining DNA repair protein/ATP dependent DNA ligase LigD	759	Rv0938
NC_000962.3	1048412	1050346		plus	bifunctional 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase/cyclase/dehydrase		885560	protein-coding			NP_215454.1	bifunctional 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase/cyclase/dehydrase	644	Rv0939
NC_000962.3	1050593	1051459		minus	oxidoreductase		885412	protein-coding			NP_215455.1	oxidoreductase	288	Rv0940c
NC_000962.3	1051544	1052317		minus	hypothetical protein		885914	protein-coding			NP_215456.1	hypothetical protein	257	Rv0941c
NC_000962.3	1052360	1052638		plus	hypothetical protein		885913	protein-coding			NP_215457.1	hypothetical protein	92	Rv0942
NC_000962.3	1052696	1053736		minus	monooxygenase		885889	protein-coding			NP_215458.1	monooxygenase	346	Rv0943c
NC_000962.3	1053765	1054241		plus	formamidopyrimidine-DNA glycosylase		885888	protein-coding			NP_215459.1	formamidopyrimidine-DNA glycosylase	158	Rv0944
NC_000962.3	1054247	1055008		plus	oxidoreductase		885629	protein-coding			NP_215460.1	oxidoreductase	253	Rv0945
NC_000962.3	1055024	1056685		minus	glucose-6-phosphate isomerase	pgi	885533	protein-coding			NP_215461.1	glucose-6-phosphate isomerase	553	Rv0946c
NC_000962.3	1057300	1057530		minus	uncharacterized gene		885494	pseudogene						Rv0947c
NC_000962.3	1057646	1057963		minus	chorismate mutase		885485	protein-coding			NP_215463.1	chorismate mutase	105	Rv0948c
NC_000962.3	1058260	1060575		plus	ATP-dependent DNA helicase UvrD	uvrD1	885442	protein-coding			YP_177772.1	ATP-dependent DNA helicase UvrD	771	Rv0949
NC_000962.3	1060656	1061654		minus	hypothetical protein		885438	protein-coding			NP_215465.1	hypothetical protein	332	Rv0950c
NC_000962.3	1061964	1063127		plus	succinyl-CoA ligase subunit beta	sucC	885434	protein-coding			NP_215466.1	succinyl-CoA ligase subunit beta	387	Rv0951
NC_000962.3	1063140	1064051		plus	succinyl-CoA ligase subunit alpha	sucD	885426	protein-coding			NP_215467.1	succinyl-CoA ligase subunit alpha	303	Rv0952
NC_000962.3	1064114	1064962		minus	oxidoreductase		885419	protein-coding			NP_215468.1	oxidoreductase	282	Rv0953c
NC_000962.3	1065127	1066038		plus	transmembrane protein		885411	protein-coding			NP_215469.1	transmembrane protein	303	Rv0954
NC_000962.3	1066078	1067445		plus	integral membrane protein		885408	protein-coding			NP_215470.1	integral membrane protein	455	Rv0955
NC_000962.3	1067561	1068208		plus	phosphoribosylglycinamide formyltransferase PurN	purN	885407	protein-coding			NP_215471.1	phosphoribosylglycinamide formyltransferase PurN	215	Rv0956
NC_000962.3	1068205	1069776		plus	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosinemonophosphate cyclohydrolase	purH	885406	protein-coding			NP_215472.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosinemonophosphate cyclohydrolase	523	Rv0957
NC_000962.3	1069883	1071262		plus	magnesium chelatase		885405	protein-coding			NP_215473.1	magnesium chelatase	459	Rv0958
NC_000962.3	1071255	1073273		plus	hypothetical protein		885329	protein-coding			NP_215474.1	hypothetical protein	672	Rv0959
NC_000962.3	1073327	1073548		plus	antitoxin VapB9	vapB9	14515852	protein-coding			YP_007409620.1	antitoxin VapB9	73	Rv0959A
NC_000962.3	1073545	1073928		plus	ribonuclease VapC9	vapC9	885158	protein-coding			NP_215475.1	ribonuclease VapC9	127	Rv0960
NC_000962.3	1074074	1074421		plus	integral membrane protein		885173	protein-coding			NP_215476.1	integral membrane protein	115	Rv0961
NC_000962.3	1074440	1075114		minus	lipoprotein LprP	lprP	885177	protein-coding			NP_215477.1	lipoprotein LprP	224	Rv0962c
NC_000962.3	1075297	1076097		minus	hypothetical protein		885184	protein-coding			NP_215478.1	hypothetical protein	266	Rv0963c
NC_000962.3	1076196	1076678		minus	hypothetical protein		885186	protein-coding			NP_215479.1	hypothetical protein	160	Rv0964c
NC_000962.3	1076778	1077197		minus	hypothetical protein		885230	protein-coding			NP_215480.1	hypothetical protein	139	Rv0965c
NC_000962.3	1077233	1077835		minus	hypothetical protein		885043	protein-coding			NP_215481.2	hypothetical protein	200	Rv0966c
NC_000962.3	1077975	1078334		plus	copper-sensing transcriptional repressor CsoR	csoR	885312	protein-coding			NP_215482.1	copper-sensing transcriptional repressor CsoR	119	Rv0967
NC_000962.3	1078391	1078687		plus	hypothetical protein		885052	protein-coding			NP_215483.1	hypothetical protein	98	Rv0968
NC_000962.3	1078743	1081055		plus	copper-exporting ATPase	ctpV	885254	protein-coding			NP_215484.3	copper-exporting ATPase	770	Rv0969
NC_000962.3	1081052	1081684		plus	integral membrane protein		885242	protein-coding			NP_215485.1	integral membrane protein	210	Rv0970
NC_000962.3	1081775	1082584		minus	enoyl-CoA hydratase EchA7	echA7	885308	protein-coding			NP_215486.1	enoyl-CoA hydratase EchA7	269	Rv0971c
NC_000962.3	1082584	1083750		minus	acyl-CoA dehydrogenase fadE12	fadE12	885237	protein-coding			NP_215487.1	acyl-CoA dehydrogenase fadE12	388	Rv0972c
NC_000962.3	1083747	1085750		minus	acetyl/propionyl-CoA carboxylase subuit alpha	accA2	885922	protein-coding			NP_215488.1	acetyl/propionyl-CoA carboxylase subuit alpha	667	Rv0973c
NC_000962.3	1085756	1087345		minus	acetyl-/propionyl-CoA carboxylase subunit beta	accD2	886064	protein-coding			NP_215489.1	acetyl-/propionyl-CoA carboxylase subunit beta	529	Rv0974c
NC_000962.3	1087348	1088496		minus	acyl-CoA dehydrogenase FadE13	fadE13	885856	protein-coding			NP_215490.1	acyl-CoA dehydrogenase FadE13	382	Rv0975c
NC_000962.3	1088493	1090175		minus	hypothetical protein		885860	protein-coding			NP_215491.1	hypothetical protein	560	Rv0976c
NC_000962.3	1090373	1093144		plus	PE-PGRS family protein PE_PGRS16	PE_PGRS16	885264	protein-coding			YP_177773.1	PE-PGRS family protein PE_PGRS16	923	Rv0977
NC_000962.3	1093361	1094356		minus	PE-PGRS family protein PE_PGRS17	PE_PGRS17	885077	protein-coding			YP_177774.1	PE-PGRS family protein PE_PGRS17	331	Rv0978c
NC_000962.3	1094670	1094864		minus	hypothetical protein		885063	protein-coding			NP_215494.2	hypothetical protein	64	Rv0979c
NC_000962.3	1094886	1095059		plus	50S ribosomal protein L32	rpmF	3205057	protein-coding			YP_177635.1	50S ribosomal protein L32	57	Rv0979A
NC_000962.3	1095078	1096451		minus	PE-PGRS family protein PE_PGRS18	PE_PGRS18	885327	protein-coding			YP_177775.1	PE-PGRS family protein PE_PGRS18	457	Rv0980c
NC_000962.3	1096822	1097508		plus	two-component response regulator MrpA	mprA	885038	protein-coding			NP_215496.2	two-component response regulator MrpA	228	Rv0981
NC_000962.3	1097508	1099022		plus	two component histidine-protein kinase/phosphatase MprB	mprB	885062	protein-coding			NP_215497.1	two component histidine-protein kinase/phosphatase MprB	504	Rv0982
NC_000962.3	1099066	1100460		plus	serine protease PepD	pepD	885382	protein-coding			NP_215498.1	serine protease PepD	464	Rv0983
NC_000962.3	1100460	1101005		plus	pterin-4-alpha-carbinolamine dehydratase	moaB2	885378	protein-coding			NP_215499.1	pterin-4-alpha-carbinolamine dehydratase	181	Rv0984
NC_000962.3	1101025	1101480		minus	large-conductance ion mechanosensitive channel	mscL	885368	protein-coding			NP_215500.1	large-conductance ion mechanosensitive channel	151	Rv0985c
NC_000962.3	1101803	1102549		plus	adhesion component ABC transporter ATP-binding protein		885364	protein-coding			NP_215501.1	adhesion component ABC transporter ATP-binding protein	248	Rv0986
NC_000962.3	1102542	1105109		plus	adhesion component ABC transporter permease		885363	protein-coding			NP_215502.1	adhesion component ABC transporter permease	855	Rv0987
NC_000962.3	1105116	1106276		plus	hypothetical protein		885353	protein-coding			NP_215503.1	hypothetical protein	386	Rv0988
NC_000962.3	1106405	1107382		minus	polyprenyl-diphosphate synthase GrcC	grcC2	885355	protein-coding			NP_215504.1	polyprenyl-diphosphate synthase GrcC	325	Rv0989c
NC_000962.3	1107443	1108099		minus	hypothetical protein		885343	protein-coding			NP_215505.1	hypothetical protein	218	Rv0990c
NC_000962.3	1108172	1108504		minus	hypothetical protein		885350	protein-coding			NP_215506.1	hypothetical protein	110	Rv0991c
NC_000962.3	1108578	1109171		minus	5-formyltetrahydrofolate cyclo-ligase		885337	protein-coding			NP_215507.1	5-formyltetrahydrofolate cyclo-ligase	197	Rv0992c
NC_000962.3	1109272	1110192		plus	UTP--glucose-1-phosphate uridylyltransferase	galU	885341	protein-coding			NP_215508.1	UTP--glucose-1-phosphate uridylyltransferase	306	Rv0993
NC_000962.3	1110269	1111549		plus	molybdopterin molybdenumtransferase 1	moeA1	885404	protein-coding			YP_177776.1	molybdopterin molybdenumtransferase 1	426	Rv0994
NC_000962.3	1111612	1112223		plus	ribosomal-protein-alanine acetyltransferase RimJ	rimJ	885399	protein-coding			NP_215510.1	ribosomal-protein-alanine acetyltransferase RimJ	203	Rv0995
NC_000962.3	1112384	1113460		plus	transmembrane protein		885393	protein-coding			NP_215511.1	transmembrane protein	358	Rv0996
NC_000962.3	1113511	1113583		plus	tRNA-Ala	alaV	2700430	tRNA						Rvnt15
NC_000962.3	1113861	1114112		plus	hypothetical protein		19394669	protein-coding			YP_009030028.1	hypothetical protein	83	Rv0997a
NC_000962.3	1114293	1114724		plus	hypothetical protein		885386	protein-coding			NP_215512.1	hypothetical protein	143	Rv0997
NC_000962.3	1114748	1115749		plus	acetyltransferase Pat		885385	protein-coding			NP_215513.1	acetyltransferase Pat	333	Rv0998
NC_000962.3	1115767	1116525		plus	hypothetical protein		886043	protein-coding			NP_215514.1	hypothetical protein	252	Rv0999
NC_000962.3	1116531	1117148		minus	hypothetical protein		886266	protein-coding			YP_177777.1	hypothetical protein	205	Rv1000c
NC_000962.3	1117185	1118393		plus	arginine deiminase	arcA	888313	protein-coding			NP_215517.1	arginine deiminase	402	Rv1001
NC_000962.3	1118428	1119939		minus	dolichyl-phosphate-mannose--protein mannosyltransferase		887882	protein-coding			NP_215518.1	dolichyl-phosphate-mannose--protein mannosyltransferase	503	Rv1002c
NC_000962.3	1120022	1120879		plus	rRNA small subunit methyltransferase I		887935	protein-coding			NP_215519.1	rRNA small subunit methyltransferase I	285	Rv1003
NC_000962.3	1120889	1122148		minus	membrane protein		886039	protein-coding			NP_215520.1	membrane protein	419	Rv1004c
NC_000962.3	1122222	1123598		minus	para-aminobenzoate synthase component I		888205	protein-coding			NP_215521.1	para-aminobenzoate synthase component I	458	Rv1005c
NC_000962.3	1123714	1125417		plus	hypothetical protein		888234	protein-coding			NP_215522.1	hypothetical protein	567	Rv1006
NC_000962.3	1125444	1127003		minus	methionine--tRNA ligase	metS	886050	protein-coding			NP_215523.1	methionine--tRNA ligase	519	Rv1007c
